column,max,min,range,mean,standard deviation,variance
00000000,539.0,451.0,88.0,490.3,19.05944978908432,363.2626262626262
00000001,50.0,18.0,32.0,29.78,6.3446151509876,40.254141414141415
00000010,83.0,50.0,33.0,64.24,6.701605415981693,44.91151515151516
00000011,31.0,10.0,21.0,21.86,4.845116254038856,23.47515151515151
00000100,75.0,40.0,35.0,58.36,7.190790968139371,51.70747474747475
00000101,4.0,0.0,4.0,0.96,0.9311663154725406,0.867070707070707
00000110,4.0,0.0,4.0,1.14,1.01523744548114,1.0307070707070707
00000111,34.0,8.0,26.0,18.09,4.209405054053471,17.71909090909091
00001000,89.0,47.0,42.0,68.59,8.719066533300525,76.02212121212123
00001001,4.0,0.0,4.0,0.61,0.8274946977156257,0.6847474747474748
00001010,4.0,0.0,4.0,1.24,1.0928602080519878,1.194343434343434
00001011,4.0,0.0,4.0,1.08,1.0217829534888532,1.0440404040404039
00001100,5.0,0.0,5.0,1.36,1.2269696595493085,1.505454545454546
00001101,4.0,0.0,4.0,0.8,0.9211323729436767,0.8484848484848486
00001110,3.0,0.0,3.0,0.5,0.7719841941125453,0.5959595959595959
00001111,57.0,27.0,30.0,41.98,6.045250243377068,36.545050505050504
00010000,83.0,41.0,42.0,63.63,7.803981113003876,60.902121212121216
00010001,3.0,0.0,3.0,0.43,0.685418105828829,0.46979797979797977
00010010,5.0,0.0,5.0,0.99,0.9795381306998464,0.9594949494949494
00010011,3.0,0.0,3.0,0.38,0.6783819132332612,0.46020202020202006
00010100,4.0,0.0,4.0,0.95,0.9679197729505721,0.936868686868687
00010101,1.0,0.0,1.0,0.04,0.19694638556693236,0.03878787878787878
00010110,1.0,0.0,1.0,0.01,0.09999999999999999,0.009999999999999998
00010111,3.0,0.0,3.0,0.6,0.828775414010748,0.6868686868686866
00011000,7.0,0.0,7.0,1.39,1.3018634662853414,1.6948484848484844
00011001,1.0,0.0,1.0,0.01,0.09999999999999999,0.009999999999999998
00011010,1.0,0.0,1.0,0.03,0.1714466079977653,0.029393939393939396
00011011,3.0,0.0,3.0,0.42,0.6541244437251891,0.427878787878788
00011100,3.0,0.0,3.0,0.2,0.4923659639173309,0.24242424242424238
00011101,2.0,0.0,2.0,0.3,0.48199920365414733,0.2323232323232322
00011110,2.0,0.0,2.0,0.19,0.4191140246479062,0.1756565656565657
00011111,30.0,11.0,19.0,18.47,4.095957603158104,16.776868686868685
00100000,40.0,12.0,28.0,28.59,5.477400769700825,30.00191919191919
00100001,2.0,0.0,2.0,0.28,0.4940044575106625,0.24404040404040397
