column,max,min,range,mean,standard deviation,variance
00000000,560.0,399.0,161.0,469.72,44.8332668693886,2010.021818181818
00000001,158.0,94.0,64.0,124.2,11.249242398733106,126.54545454545456
00000010,17.0,1.0,16.0,8.5,3.3948862315624844,11.525252525252526
00000011,101.0,42.0,59.0,64.66,12.799321320391416,163.82262626262627
00000100,19.0,3.0,16.0,9.74,4.333613044585547,18.78020202020202
00000101,4.0,0.0,4.0,0.94,0.9300809131739588,0.8650505050505051
00000110,9.0,0.0,9.0,2.8,2.1461734799546393,4.606060606060606
00000111,99.0,8.0,91.0,45.84,33.65623000548068,1132.7418181818182
00001000,24.0,5.0,19.0,15.28,3.9082404524726257,15.274343434343436
00001001,2.0,0.0,2.0,0.48,0.6110100926607788,0.37333333333333346
00001010,2.0,0.0,2.0,0.18,0.4794778304562056,0.22989898989898988
00001011,4.0,0.0,4.0,1.26,0.9600084174715146,0.9216161616161617
00001100,7.0,0.0,7.0,3.12,1.838312796940156,3.3793939393939394
00001101,3.0,0.0,3.0,1.04,0.920254685871627,0.8468686868686868
00001110,7.0,0.0,7.0,1.94,1.6380574847154552,2.683232323232324
00001111,56.0,26.0,30.0,39.1,6.014292740773197,36.17171717171717
00010000,21.0,7.0,14.0,12.64,3.4392858079384543,11.828686868686868
00010001,2.0,0.0,2.0,0.42,0.5717243101956457,0.3268686868686869
00010010,0.0,0.0,0.0,0.0,0.0,0.0
00010011,1.0,0.0,1.0,0.22,0.4163331998932266,0.17333333333333337
00010100,1.0,0.0,1.0,0.14,0.34873508801977704,0.12161616161616165
00010101,1.0,0.0,1.0,0.08,0.2726599243442907,0.07434343434343434
00010110,2.0,0.0,2.0,0.18,0.43531017619043716,0.18949494949494947
00010111,9.0,1.0,8.0,3.82,2.0762242342066695,4.31070707070707
00011000,8.0,0.0,8.0,3.16,1.6250563315799489,2.640808080808081
00011001,1.0,0.0,1.0,0.08,0.27265992434429076,0.07434343434343435
00011010,1.0,0.0,1.0,0.04,0.19694638556693236,0.03878787878787879
00011011,2.0,0.0,2.0,0.34,0.5545040554177647,0.30747474747474746
00011100,4.0,0.0,4.0,0.8,0.8761716542303614,0.767676767676768
00011101,2.0,0.0,2.0,0.34,0.5898125023079689,0.34787878787878784
00011110,6.0,0.0,6.0,1.84,1.308248887450378,1.7115151515151519
00011111,52.0,22.0,30.0,34.9,6.4830782064003385,42.03030303030303
00100000,32.0,12.0,20.0,22.64,5.213657278937907,27.182222222222222
00100001,3.0,0.0,3.0,0.96,0.8277998098891574,0.685252525252525
00100010,1.0,0.0,1.0,0.06,0.23868325657594203,0.05696969696969697
00100011,3.0,0.0,3.0,0.46,0.7577211981602561,0.5741414141414141
00100100,1.0,0.0,1.0,0.02,0.14070529413628968,0.019797979797979794
00100101,1.0,0.0,1.0,0.04,0.19694638556693236,0.03878787878787879
00100110,1.0,0.0,1.0,0.02,0.14070529413628968,0.019797979797979794
00100111,3.0,0.0,3.0,0.4,0.7247430753394787,0.5252525252525253
00101000,1.0,0.0,1.0,0.22,0.41633319989322654,0.17333333333333334
00101001,1.0,0.0,1.0,0.02,0.14070529413628965,0.01979797979797979
00101010,1.0,0.0,1.0,0.02,0.14070529413628965,0.01979797979797979
00101011,1.0,0.0,1.0,0.02,0.14070529413628968,0.019797979797979794
00101100,1.0,0.0,1.0,0.02,0.14070529413628965,0.01979797979797979
00101101,1.0,0.0,1.0,0.04,0.19694638556693236,0.03878787878787879
