nr_qubits,machines,tr&v exp_type,tr&v circuits,test exp_type,test circuits,preprocess settings,kernal,param settings,accuracy,cv_1,cv_2,cv_3,cv_4,cv_5
4,1100,Hardware,111,Hardware,111,0,rbf,2,1.0,1.0,1.0,1.0,1.0,1.0
4,1100,Hardware,111,Hardware,111,0,rbf,2,1.0,nan,nan,nan,nan,nan
4,0110,Hardware,111,Hardware,111,0,rbf,2,1.0,1.0,1.0,1.0,1.0,1.0
4,0110,Hardware,111,Hardware,111,0,rbf,2,1.0,nan,nan,nan,nan,nan
4,0101,Hardware,111,Hardware,111,0,rbf,2,1.0,1.0,1.0,1.0,1.0,1.0
4,0101,Hardware,111,Hardware,111,0,rbf,2,1.0,nan,nan,nan,nan,nan
4,1010,Hardware,111,Hardware,111,0,rbf,2,1.0,1.0,1.0,1.0,1.0,1.0
4,1010,Hardware,111,Hardware,111,0,rbf,2,1.0,nan,nan,nan,nan,nan
4,1001,Hardware,111,Hardware,111,0,rbf,2,1.0,1.0,1.0,1.0,1.0,1.0
4,1001,Hardware,111,Hardware,111,0,rbf,2,1.0,nan,nan,nan,nan,nan
4,0011,Hardware,111,Hardware,111,0,rbf,2,1.0,1.0,1.0,1.0,1.0,1.0
4,0011,Hardware,111,Hardware,111,0,rbf,2,1.0,nan,nan,nan,nan,nan
4,1011,Hardware,111,Hardware,111,0,rbf,2,1.0,1.0,1.0,1.0,1.0,1.0
4,1011,Hardware,111,Hardware,111,0,rbf,2,1.0,nan,nan,nan,nan,nan
4,1100,Simulation,111,Simulation,111,0,poly,3,0.975,0.9791666666666666,1.0,0.96875,0.9791666666666666,0.9583333333333334
4,1100,Simulation,111,Simulation,111,0,poly,3,0.9933333333333333,nan,nan,nan,nan,nan
4,0110,Simulation,111,Simulation,111,0,poly,3,1.0,1.0,1.0,1.0,1.0,0.9895833333333334
4,0110,Simulation,111,Simulation,111,0,poly,3,1.0,nan,nan,nan,nan,nan
4,0101,Simulation,111,Simulation,111,0,poly,3,1.0,1.0,1.0,1.0,1.0,1.0
4,0101,Simulation,111,Simulation,111,0,poly,3,1.0,nan,nan,nan,nan,nan
4,1010,Simulation,111,Simulation,111,0,poly,3,1.0,0.9895833333333334,1.0,1.0,1.0,1.0
4,1010,Simulation,111,Simulation,111,0,poly,3,1.0,nan,nan,nan,nan,nan
4,1001,Simulation,111,Simulation,111,0,poly,3,1.0,0.9895833333333334,1.0,1.0,0.9895833333333334,0.9895833333333334
4,1001,Simulation,111,Simulation,111,0,poly,3,0.9983333333333333,nan,nan,nan,nan,nan
4,0011,Simulation,111,Simulation,111,0,poly,3,1.0,0.9791666666666666,1.0,1.0,1.0,0.9895833333333334
4,0011,Simulation,111,Simulation,111,0,poly,3,1.0,nan,nan,nan,nan,nan
4,1011,Simulation,111,Simulation,111,0,poly,3,0.9944444444444445,0.9791666666666666,0.9930555555555556,1.0,0.9791666666666666,0.9861111111111112
4,1011,Simulation,111,Simulation,111,0,poly,3,0.9977777777777778,nan,nan,nan,nan,nan
4,1100,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,4,1.0,1.0,1.0,1.0,1.0,1.0
4,1100,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,4,1.0,nan,nan,nan,nan,nan
4,0110,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,4,0.9916666666666667,1.0,1.0,1.0,1.0,0.9895833333333334
4,0110,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,4,1.0,nan,nan,nan,nan,nan
4,0101,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,4,1.0,1.0,1.0,0.9791666666666666,1.0,1.0
4,0101,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,4,1.0,nan,nan,nan,nan,nan
4,1010,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,4,1.0,0.9791666666666666,1.0,1.0,1.0,1.0
4,1010,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,4,1.0,nan,nan,nan,nan,nan
4,1001,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,4,1.0,1.0,1.0,1.0,0.9895833333333334,1.0
4,1001,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,4,1.0,nan,nan,nan,nan,nan
4,0011,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,4,1.0,1.0,1.0,1.0,1.0,1.0
4,0011,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,4,1.0,nan,nan,nan,nan,nan
4,1011,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,4,1.0,0.9930555555555556,1.0,0.9930555555555556,1.0,0.9930555555555556
4,1011,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,4,1.0,nan,nan,nan,nan,nan
