nr_qubits,machines,tr&v exp_type,tr&v circuits,test exp_type,test circuits,preprocess settings,kernal,param settings,accuracy,cv_1,cv_2,cv_3,cv_4,cv_5
8,1111,Hardware,111,Hardware,111,0,linear,0,0.9388888888888889,0.8958333333333334,0.9444444444444444,0.9305555555555556,0.9305555555555556,0.9305555555555556
8,1111,Hardware,111,Simulation,111,0,linear,0,0.25,nan,nan,nan,nan,nan
8,1111,Hardware,111,Refreshed_Simulation,111,0,linear,0,0.19583333333333333,nan,nan,nan,nan,nan
8,1111,Hardware,111,Sim and Refreshed,111,0,linear,0,0.22291666666666668,nan,nan,nan,nan,nan
8,1111,Simulation,111,Simulation,111,0,linear,0,0.9583333333333334,0.9270833333333334,0.8854166666666666,0.9739583333333334,0.9322916666666666,0.9270833333333334
8,1111,Simulation,111,Hardware,111,0,linear,0,0.16777777777777778,nan,nan,nan,nan,nan
8,1111,Simulation,111,Refreshed_Simulation,111,0,linear,0,0.49,nan,nan,nan,nan,nan
8,1111,Refreshed_Simulation,111,Refreshed_Simulation,111,0,linear,0,0.9625,0.8854166666666666,0.9739583333333334,0.9479166666666666,0.953125,0.8854166666666666
8,1111,Refreshed_Simulation,111,Hardware,111,0,linear,0,0.16666666666666666,nan,nan,nan,nan,nan
8,1111,Refreshed_Simulation,111,Simulation,111,0,linear,0,0.43333333333333335,nan,nan,nan,nan,nan
8,1111,Sim and Refreshed,111,Sim and Refreshed,111,0,linear,0,0.8145833333333333,0.7604166666666666,0.7890625,0.7864583333333334,0.8463541666666666,0.7395833333333334
8,1111,Sim and Refreshed,111,Hardware,111,0,linear,0,0.16666666666666666,nan,nan,nan,nan,nan
8,1111,Hardware,111,Hardware,111,0,poly,1,0.8611111111111112,0.8263888888888888,0.7847222222222222,0.7986111111111112,0.8263888888888888,0.8888888888888888
8,1111,Hardware,111,Simulation,111,0,poly,1,0.30666666666666664,nan,nan,nan,nan,nan
8,1111,Hardware,111,Refreshed_Simulation,111,0,poly,1,0.20416666666666666,nan,nan,nan,nan,nan
8,1111,Hardware,111,Sim and Refreshed,111,0,poly,1,0.2554166666666667,nan,nan,nan,nan,nan
8,1111,Simulation,111,Simulation,111,0,poly,1,0.8791666666666667,0.8645833333333334,0.8854166666666666,0.7916666666666666,0.8645833333333334,0.890625
8,1111,Simulation,111,Hardware,111,0,poly,1,0.16666666666666666,nan,nan,nan,nan,nan
8,1111,Simulation,111,Refreshed_Simulation,111,0,poly,1,0.42833333333333334,nan,nan,nan,nan,nan
8,1111,Refreshed_Simulation,111,Refreshed_Simulation,111,0,poly,1,0.9958333333333333,0.9010416666666666,1.0,0.984375,0.9270833333333334,0.921875
8,1111,Refreshed_Simulation,111,Hardware,111,0,poly,1,0.22333333333333333,nan,nan,nan,nan,nan
8,1111,Refreshed_Simulation,111,Simulation,111,0,poly,1,0.45,nan,nan,nan,nan,nan
8,1111,Sim and Refreshed,111,Sim and Refreshed,111,0,poly,1,0.8979166666666667,0.9166666666666666,0.8932291666666666,0.875,0.8776041666666666,0.875
8,1111,Sim and Refreshed,111,Hardware,111,0,poly,1,0.16666666666666666,nan,nan,nan,nan,nan
8,1111,Hardware,111,Hardware,111,0,rbf,2,1.0,1.0,1.0,1.0,1.0,1.0
8,1111,Hardware,111,Simulation,111,0,rbf,2,0.25,nan,nan,nan,nan,nan
8,1111,Hardware,111,Refreshed_Simulation,111,0,rbf,2,0.25,nan,nan,nan,nan,nan
8,1111,Hardware,111,Sim and Refreshed,111,0,rbf,2,0.25,nan,nan,nan,nan,nan
8,1111,Simulation,111,Simulation,111,0,rbf,2,0.9958333333333333,1.0,1.0,1.0,1.0,1.0
8,1111,Simulation,111,Hardware,111,0,rbf,2,0.16666666666666666,nan,nan,nan,nan,nan
8,1111,Simulation,111,Refreshed_Simulation,111,0,rbf,2,0.41,nan,nan,nan,nan,nan
8,1111,Refreshed_Simulation,111,Refreshed_Simulation,111,0,rbf,2,1.0,1.0,1.0,1.0,1.0,1.0
8,1111,Refreshed_Simulation,111,Hardware,111,0,rbf,2,0.16666666666666666,nan,nan,nan,nan,nan
8,1111,Refreshed_Simulation,111,Simulation,111,0,rbf,2,0.45,nan,nan,nan,nan,nan
8,1111,Sim and Refreshed,111,Sim and Refreshed,111,0,rbf,2,1.0,0.9973958333333334,0.9947916666666666,0.9973958333333334,0.9973958333333334,0.9947916666666666
