0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
3455,159,76,27,78,7,6,81,111,6,3,8,7,1,1,70
3505,165,61,21,78,4,6,63,99,7,5,3,3,1,2,73
3454,173,81,26,89,6,5,75,88,5,1,6,5,1,2,79
3465,141,74,28,82,4,11,94,101,4,4,7,2,1,3,75
3445,145,71,35,86,3,8,102,97,2,3,5,7,2,1,84
3445,165,67,22,92,8,4,90,102,2,2,9,6,1,,81
3459,160,76,27,77,9,4,81,82,4,,7,6,2,5,97
3436,205,92,21,84,2,3,71,83,5,4,4,7,2,1,76
3394,173,90,27,88,5,8,103,92,4,5,8,4,2,4,89
3414,167,82,19,105,6,5,96,107,8,5,5,4,1,3,69
3500,135,70,15,90,6,5,83,96,3,5,7,3,1,3,74
3510,148,73,21,81,2,9,79,83,4,4,5,2,,1,74
3499,151,73,24,88,3,8,80,81,1,1,4,3,4,3,73
3471,166,76,30,75,6,8,78,81,4,,8,7,,1,85
3449,176,78,17,71,6,6,104,97,5,1,6,5,,2,73
3371,174,84,36,98,5,9,119,101,5,1,9,6,1,2,75
3500,120,59,27,74,5,7,104,90,4,,12,3,,3,88
3472,127,71,34,93,7,10,99,87,3,4,9,5,2,1,72
3467,153,67,29,86,2,5,82,114,2,4,7,2,1,3,72
3528,150,52,30,82,3,4,91,76,2,2,5,6,,2,63
3460,162,79,27,74,3,8,109,93,5,2,5,6,2,2,59
3387,213,77,20,91,7,5,86,118,7,3,3,5,1,4,69
3483,184,69,25,79,6,9,65,98,4,1,6,5,1,4,57
3405,180,76,32,89,8,6,93,116,10,,3,5,2,,71
3501,156,66,28,74,8,,83,88,6,2,9,2,,,73
3493,157,73,26,68,7,3,87,85,8,1,7,6,,3,72
3391,211,61,36,77,5,6,112,89,6,1,3,6,4,1,87
3457,164,61,23,94,4,4,107,81,4,,5,7,,1,84
3468,185,60,24,87,4,4,98,86,4,1,12,3,,3,57
3496,151,62,32,81,8,3,89,89,4,2,5,6,3,3,62
3463,179,77,24,87,5,3,88,72,7,1,5,4,2,2,77
3459,183,66,24,81,5,6,76,79,1,3,7,3,,2,101
3558,141,62,24,66,8,2,69,72,4,3,7,5,,5,70
3520,138,68,19,89,7,6,79,78,3,1,3,2,2,3,78
3513,143,70,33,76,5,5,76,89,7,3,2,1,,1,72
3462,161,69,17,82,5,5,95,99,3,3,8,5,2,1,79
3500,183,65,15,63,2,6,84,83,3,,3,3,6,3,77
3509,173,66,20,61,4,1,82,93,5,2,6,6,5,2,61
3471,188,63,30,80,5,4,74,87,4,,3,4,4,6,73
3509,158,61,32,87,10,5,71,70,7,2,3,2,1,4,74
3486,175,64,26,72,5,6,78,84,6,2,7,3,2,4,76
3478,175,63,26,85,5,6,82,73,2,1,8,4,2,2,84
3515,168,60,28,84,6,5,83,59,3,1,7,4,2,,71
3482,142,58,23,83,3,4,132,80,1,2,8,2,1,,75
3553,138,42,32,68,2,3,97,67,2,,6,2,3,3,78
3560,113,57,25,69,3,6,75,87,1,2,9,4,1,4,80
3520,168,57,25,74,5,7,76,79,6,1,9,2,,1,66
3535,154,59,38,77,3,2,64,57,3,2,11,7,2,,82
3522,152,59,32,77,4,6,84,62,4,3,6,5,1,4,75
3532,156,55,31,61,5,4,71,84,3,,4,3,,,87
