0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
3473,163,86,32,85,4,4,65,98,6,2,3,5,2,4,64
3499,160,80,21,78,5,3,75,92,1,1,5,1,3,4,68
3477,154,82,20,89,5,3,75,95,2,2,6,6,3,1,76
3444,156,75,24,82,2,4,82,115,6,2,5,3,2,2,92
3453,142,74,31,81,7,3,86,112,4,5,5,5,2,2,84
3408,167,84,21,105,5,6,98,105,3,2,5,7,3,2,75
3502,147,69,19,72,2,3,81,95,4,4,6,3,4,1,84
3463,176,78,21,72,2,5,75,97,7,1,7,9,3,2,78
3386,186,76,21,100,7,4,101,108,4,3,2,6,3,5,84
3461,151,71,20,101,5,6,105,97,5,1,4,3,1,4,61
3523,135,68,20,70,3,4,81,102,3,2,6,7,2,2,68
3503,143,61,33,73,2,5,71,95,4,2,8,6,2,1,87
3493,133,70,26,73,6,6,98,101,3,3,5,5,2,3,69
3422,204,75,29,82,5,4,79,83,5,,4,8,3,4,89
3452,161,59,30,87,4,2,95,101,11,5,5,3,,2,79
3475,156,69,26,92,7,6,100,62,4,,8,5,1,2,83
3451,121,72,29,85,1,9,108,101,4,1,11,2,1,6,94
3501,142,63,28,85,6,7,83,87,4,2,5,4,2,5,72
3479,155,64,32,85,5,7,89,96,7,2,7,2,3,,63
3463,165,70,28,96,4,4,101,82,7,,4,9,1,2,60
3449,134,67,39,96,10,6,110,99,5,1,9,1,2,2,66
3425,209,63,24,90,7,4,84,98,6,1,6,2,,2,75
3430,178,68,27,83,6,5,98,106,8,3,3,6,,1,74
3411,199,77,32,89,14,3,81,99,6,2,4,4,6,1,68
3454,171,61,22,97,3,5,92,95,6,1,3,5,3,4,74
3516,164,60,25,84,2,9,86,73,1,1,4,6,2,,63
3424,188,69,29,86,9,9,99,84,9,,7,3,2,1,77
3490,141,62,30,92,7,5,96,88,1,1,2,8,2,1,70
3477,163,55,21,81,12,3,104,93,6,2,3,6,2,2,66
3537,120,57,32,77,7,3,101,92,5,1,4,5,3,1,51
3471,172,77,22,101,4,4,86,100,1,,6,1,,1,50
3447,182,83,29,71,3,8,79,90,5,1,8,2,2,3,83
3542,141,64,20,67,3,3,58,93,5,2,5,5,2,1,85
3549,121,64,24,65,5,4,77,94,7,,3,8,3,,72
3488,152,75,31,69,5,8,87,95,2,,5,7,2,3,67
3533,146,61,20,64,3,3,81,90,7,2,7,6,1,2,70
3515,160,59,27,67,6,5,73,100,4,2,9,2,1,,66
3492,173,63,24,79,5,4,83,82,5,2,3,4,3,1,73
3537,176,58,26,56,6,1,70,83,1,1,7,5,3,3,63
3481,173,68,27,86,3,2,66,86,7,3,6,3,2,4,79
3498,173,59,22,80,5,6,79,83,11,,3,4,,3,70
3474,173,60,38,80,5,5,82,64,5,2,9,2,2,3,92
3427,190,50,33,84,3,7,115,83,6,4,8,10,2,5,69
3496,125,69,35,83,8,5,107,67,4,2,8,4,1,6,76
3532,118,60,26,75,4,3,107,65,5,2,9,5,1,3,81
3541,126,71,27,75,5,12,88,63,4,1,3,5,3,2,70
3510,151,71,28,73,4,6,67,86,5,,5,3,1,2,84
3495,182,59,16,71,6,3,85,82,2,2,6,2,2,5,78
3521,160,57,28,77,5,5,92,77,1,2,4,1,,1,65
3583,136,65,23,56,4,4,76,75,3,1,9,3,1,1,56
