column,max,min,range,mean,standard deviation,variance
00000000,613.0,504.0,109.0,559.17,20.746695002707142,430.42535353535357
00000001,65.0,32.0,33.0,49.25,7.085872985003045,50.20959595959596
00000010,74.0,33.0,41.0,49.95,7.542974522458938,56.89646464646464
00000011,17.0,2.0,15.0,9.6,3.0351476425573125,9.212121212121213
00000100,64.0,26.0,38.0,41.27,5.933733387943202,35.20919191919191
00000101,4.0,0.0,4.0,1.12,1.121687041104522,1.258181818181818
00000110,6.0,0.0,6.0,1.61,1.3918594495396175,1.9372727272727268
00000111,49.0,17.0,32.0,30.93,5.488748822488021,30.12636363636364
00001000,86.0,54.0,32.0,70.04,7.654034388754889,58.584242424242426
00001001,4.0,0.0,4.0,0.96,0.9839109756887602,0.9680808080808081
00001010,4.0,0.0,4.0,0.88,0.9132028219072662,0.8339393939393941
00001011,4.0,0.0,4.0,0.71,0.8077278269468264,0.6524242424242425
00001100,4.0,0.0,4.0,0.96,0.8867145122657156,0.786262626262626
00001101,3.0,0.0,3.0,0.55,0.7159792333764037,0.5126262626262628
00001110,4.0,0.0,4.0,1.05,0.9574271077563382,0.9166666666666669
00001111,53.0,20.0,33.0,40.37,6.676742385991007,44.57888888888889
00010000,140.0,93.0,47.0,115.63,10.18481242048198,103.73040404040404
00010001,6.0,0.0,6.0,1.68,1.2299297836572916,1.5127272727272723
00010010,4.0,0.0,4.0,1.59,1.0739806066379147,1.1534343434343435
00010011,2.0,0.0,2.0,0.47,0.6428314889862842,0.4132323232323232
00010100,5.0,0.0,5.0,1.45,1.2091820425896227,1.4621212121212124
00010101,1.0,0.0,1.0,0.04,0.1969463855669324,0.038787878787878795
00010110,1.0,0.0,1.0,0.04,0.19694638556693236,0.03878787878787879
00010111,4.0,0.0,4.0,1.08,0.9814439990301651,0.9632323232323228
00011000,7.0,0.0,7.0,2.38,1.6562096192904756,2.7430303030303023
00011001,1.0,0.0,1.0,0.02,0.14070529413628968,0.019797979797979794
00011010,0.0,0.0,0.0,0.0,0.0,0.0
00011011,1.0,0.0,1.0,0.2,0.4020151261036849,0.16161616161616166
00011100,1.0,0.0,1.0,0.07,0.2564323999762428,0.06575757575757575
00011101,2.0,0.0,2.0,0.15,0.38599209705627263,0.14898989898989898
00011110,2.0,0.0,2.0,0.2,0.4494665749754947,0.20202020202020202
