nr_qubits,exp_type 1,exp_type 2,backend 1,backend 2,circuit 1,circuit 2,corr avg,cosine d,manhatt d,mse,euclidean d,norm manhatt d,norm mse,norm euclidean d
8,Hardware,Simulated,brisbane,brisbane,1,1,0.9789188773551951,0.02078161314312743,1808.54,3111.0495656250005,892.4285342815972,0.7983244036323861,0.3875666949787531,0.20387061162966524
8,Hardware,Simulated,torino,torino,1,1,0.9674821749550547,0.032079474620845705,1641.78,3026.3760781250007,880.2001340604306,0.8380001423028917,0.6064419477722145,0.253296169022926
8,Hardware,Simulated,fez,fez,1,1,0.8641560793039206,0.13407897909756816,2470.5800000000004,6932.62059453125,1332.1977601692627,1.4559566038747516,0.9391291334282056,0.5178397031853927
8,Hardware,Simulated,marrakesh,marrakesh,1,1,0.8986910282862602,0.09994424335950314,799.06,607.038753125,394.2105031578941,1.4270391907406015,0.6296321423647416,0.44708890247802713
8,Hardware,Simulated,brisbane,brisbane,2,2,0.9744352986804197,0.02519638135283897,1889.2800000000002,3536.056560937501,951.4360091987271,0.8442239073289604,0.4340249926021561,0.22448332389216963
8,Hardware,Simulated,torino,torino,2,2,0.9476163271242457,0.051730621984020675,1304.7799999999997,1557.1398124999996,631.3697743794836,0.8605198788084245,0.3076398581419849,0.32165391955958156
8,Hardware,Simulated,fez,fez,2,2,0.9284713633310839,0.07058871574713643,2458.3800000000006,6802.434175781251,1319.6299288057996,1.1150992769913957,0.9384929799006773,0.37573585335215476
8,Hardware,Simulated,marrakesh,marrakesh,2,2,0.9043978148779271,0.09431345844042804,757.5000000000001,535.5465015625001,370.270042536525,1.4159502432864632,0.5705309627677342,0.4343120040717929
8,Hardware,Simulated,brisbane,brisbane,3,3,0.9628096177547738,0.03666948904174128,3920.72,16639.74180625,2063.921971005687,1.0038480299376487,0.7740420601633592,0.2708117022646553
8,Hardware,Simulated,torino,torino,3,3,0.9736496788304313,0.02598516209164914,3202.68,10962.611096875,1675.2398159069644,0.8564236741621892,0.8349752488686464,0.2279700072011655
8,Hardware,Simulated,fez,fez,3,3,0.9105522814510435,0.08824661207640794,5619.06,34855.12207031249,2987.1242441518893,1.4004126369087069,0.9854325876114362,0.4201109664753068
8,Hardware,Simulated,marrakesh,marrakesh,3,3,0.9702210982644341,0.029364305454082973,2899.9799999999996,8952.563103125,1513.8877614935657,0.8826690209545929,0.9141924379470833,0.24233986652667575
8,Hardware,Refreshed_Simulated,brisbane,brisbane,1,1,0.9693296621595491,0.03023448242614868,1869.1399999999999,3071.4419945312507,886.7294686656128,0.8897612445758966,0.3826324838383862,0.24590438152317778
8,Hardware,Refreshed_Simulated,torino,torino,1,1,0.9410767476346119,0.058181805031744305,1677.6399999999996,3064.6290257812498,885.7454660341197,1.006803445880085,0.6141072846258737,0.34112110761940223
8,Hardware,Refreshed_Simulated,fez,fez,1,1,0.9725788314697954,0.027051534824735546,2310.0400000000004,6038.5614617187475,1243.3309029377494,0.8012530634356563,0.8180151957501332,0.23260066562559717
8,Hardware,Refreshed_Simulated,marrakesh,marrakesh,1,1,0.8742402380497395,0.12410344299229692,794.1400000000002,531.85442734375,368.99150857438445,1.5259124358464915,0.5516495294422529,0.49820365914412457
8,Hardware,Refreshed_Simulated,brisbane,brisbane,2,2,0.9782405802025049,0.021449079136171667,1743.1799999999998,3004.3823375000006,876.9959397853563,0.787875330623399,0.3687658835020919,0.20711870575190217
8,Hardware,Refreshed_Simulated,torino,torino,2,2,0.9202608286808384,0.07870288055212582,1766.9399999999996,2990.8384492187506,875.0169386931889,1.0097698157494346,0.5908917804664061,0.3967439490455411
8,Hardware,Refreshed_Simulated,fez,fez,2,2,0.90432068362929,0.09438844468942509,2292.999999999999,6024.7253796875,1241.9056716192256,1.2390175638250212,0.8311969404712083,0.43448462502009205
8,Hardware,Refreshed_Simulated,marrakesh,marrakesh,2,2,0.8630705052285201,0.13513537009968757,828.7,528.6555703125,367.8801788626291,1.5837329533907678,0.5631898829007975,0.5198756968731811
8,Hardware,Refreshed_Simulated,brisbane,brisbane,3,3,0.9618899267419723,0.037579291261525705,3970.5200000000013,17035.75830703124,2088.3376466941354,1.0195988435281322,0.7924638260592854,0.2741506566161201
8,Hardware,Refreshed_Simulated,torino,torino,3,3,0.9573839042213164,0.04202080585962864,3282.72,11544.174384375001,1719.1011146526544,1.077701219711986,0.8792704397152509,0.28989931307138134
8,Hardware,Refreshed_Simulated,fez,fez,3,3,0.9665632934063197,0.03300243976274031,5563.38,34126.1257015625,2955.721262162588,0.8459121358574808,0.9648222228975362,0.256914148161366
8,Hardware,Refreshed_Simulated,marrakesh,marrakesh,3,3,0.856188472891245,0.14210809258435952,2752.64,8063.355360156251,1436.7390062916786,1.336874655871812,0.8233908445908444,0.533119297314138
8,Simulated,Refreshed_Simulated,brisbane,brisbane,1,1,0.9841981298738282,0.015579907610112964,261.24000000000007,40.14109140625,101.37119610619183,0.43893774683065734,0.032771454961081845,0.17652142991780154
8,Simulated,Refreshed_Simulated,torino,torino,1,1,0.9765764315849044,0.023136819480866655,126.11999999999996,12.515830468749995,56.60435142283673,0.48994798841417114,0.047072377711114326,0.21511308412491617
8,Simulated,Refreshed_Simulated,fez,fez,1,1,0.9319106668198364,0.06721092530413197,169.12000000000003,32.45266640625,91.14758691265502,0.8462797182916564,3.412600577225638,0.3666358555955268
8,Simulated,Refreshed_Simulated,marrakesh,marrakesh,1,1,0.9385179172608564,0.06069267658684585,138.16,13.952472656249997,59.764814063125804,0.8597027483093272,0.25779383577747556,0.3484040085499756
8,Simulated,Refreshed_Simulated,brisbane,brisbane,2,2,0.992050476231121,0.00783685206017215,296.23999999999995,40.819751562499974,102.22453912833255,0.41984710733804953,0.03977657859468603,0.12519466490367498
