nr_qubits,exp_type 1,exp_type 2,backend 1,backend 2,circuit 1,circuit 2,corr avg,cosine d,manhatt d,mse,euclidean d,norm manhatt d,norm mse,norm euclidean d
8,Hardware,Hardware,brisbane,torino,1,1,0.9700592960358114,0.02952200782409986,1249.3200000000002,732.86475625,433.1435992831938,0.769529803056668,0.09129843978848999,0.24298974391566122
8,Hardware,Hardware,brisbane,fez,1,1,0.9729187595141476,0.02671015978805169,1026.3600000000001,424.7308343750001,329.74398190111066,0.6911212891222684,0.05291189428581702,0.23112836168696857
8,Hardware,Hardware,brisbane,marrakesh,1,1,0.9726134383482975,0.026999089864657932,1916.6399999999999,3577.623974999999,957.011879550092,0.8693559656794783,0.4456913561224286,0.23237508414052652
8,Hardware,Hardware,torino,fez,1,1,0.9795605420078592,0.02016085041364346,1043.1600000000003,478.081109375,349.84105533799203,0.6046703173510639,0.09580053227955133,0.2008026414848322
8,Hardware,Hardware,torino,marrakesh,1,1,0.9727752101137571,0.026847457478634817,1352.7199999999998,1685.336253125,656.8455532315035,0.7029612741996963,0.33771698348523493,0.23172163247584493
8,Hardware,Hardware,fez,marrakesh,1,1,0.9862187632753552,0.013593418674498037,1663.1199999999997,3083.0425437499994,888.402437637358,0.5894093141949116,0.4176451073520775,0.16488431504845152
8,Hardware,Hardware,brisbane,torino,2,2,0.9695514917820405,0.030022393291585625,1292.6000000000004,751.0347750000005,438.48021893809545,0.7913583994259111,0.09218400697100687,0.24504037745475998
8,Hardware,Hardware,brisbane,fez,2,2,0.9736038547226793,0.02603284978054643,1026.52,426.3651000000001,330.3777619634833,0.6716931988334995,0.05233318703597183,0.22817909536390973
8,Hardware,Hardware,brisbane,marrakesh,2,2,0.9744195622236629,0.025217713774125072,1931.8400000000001,3694.44115625,972.5106354174231,0.8527541296283792,0.4534655393310176,0.2245783327666557
8,Hardware,Hardware,torino,fez,2,2,0.9798162194520771,0.01990775929313282,1022.72,436.9389312500001,334.4493480334504,0.6097344644197575,0.08632483078744772,0.1995382634640899
8,Hardware,Hardware,torino,marrakesh,2,2,0.976274598439278,0.023396179430718034,1322.76,1742.794674999999,667.9486782680236,0.6557524325558811,0.34431918205649664,0.21631541521915837
8,Hardware,Hardware,fez,marrakesh,2,2,0.9874151780928949,0.012412646514200931,1650.96,3034.8705312499997,881.4345443650369,0.5905073812307023,0.41870374852373354,0.15756044246066941
8,Hardware,Hardware,brisbane,torino,3,3,0.9683803484129249,0.031168970969359222,2175.2799999999997,2073.603546875,728.589396024949,0.8403799902445345,0.09645921073019918,0.2496756735020823
8,Hardware,Hardware,brisbane,fez,3,3,0.9230921337407118,0.07583049016749854,3763.7200000000003,5900.18225,1229.0023010556165,1.213220880704724,0.27446274571483387,0.3894367475405927
8,Hardware,Hardware,brisbane,marrakesh,3,3,0.9569176624962702,0.04246726276309587,2598.84,3503.847921875,947.0929563670082,0.9030574378490579,0.1629908501902678,0.2914352853142383
8,Hardware,Hardware,torino,fez,3,3,0.9585648139177988,0.040854259560314854,3146.3199999999997,7161.1482375000005,1353.977085773611,0.8405921043219559,0.545434064836644,0.28584702048583793
8,Hardware,Hardware,torino,marrakesh,3,3,0.9862937751760873,0.01350996319205966,973.76,550.4916249999997,375.40092701004335,0.4158708809383578,0.04192859506942713,0.1643773901244399
8,Hardware,Hardware,fez,marrakesh,3,3,0.9896081850973257,0.010247718734169298,2888.6400000000003,8322.256818749998,1459.6224668043444,0.574581244709035,0.23528889255140123,0.14316227669445755
8,Simulated,Simulated,brisbane,torino,1,1,0.973825801523491,0.025821227898448318,589.4,378.87372187500006,311.43486124709926,0.6335292644913457,0.3093150354758614,0.22724976522957363
8,Simulated,Simulated,brisbane,fez,1,1,0.9293304402276074,0.0697491234513623,974.0000000000002,1033.5914546875,514.3922748253516,0.9409130535014524,0.8438309627071208,0.3734946410629262
8,Simulated,Simulated,brisbane,marrakesh,1,1,0.9509976808388211,0.04834501143943171,846.8999999999999,788.946496875,449.41106261417286,0.744303202839191,0.6441011861729482,0.3109501935662096
8,Simulated,Simulated,torino,fez,1,1,0.9497134207144112,0.049640888734421074,393.04,179.81888828125,214.55450449710906,0.746757668328751,0.6763037139167205,0.3150901100778025
8,Simulated,Simulated,torino,marrakesh,1,1,0.95897729219829,0.04048119061848954,290.04,89.79985546875,151.62045706302297,0.6626756115772366,0.337739690992367,0.2845388923099589
8,Simulated,Simulated,fez,marrakesh,1,1,0.9560988599522751,0.043340042435405346,143.16,20.225297656249992,71.95607132132768,0.63532937966058,2.126816379038317,0.29441481768214406
8,Simulated,Simulated,brisbane,torino,2,2,0.9360799156698111,0.06311919621463058,433.73999999999995,151.41008750000003,196.87809019796998,0.887449878282119,0.1475407128887286,0.35530042559679115
8,Simulated,Simulated,brisbane,fez,2,2,0.950233942258193,0.04911077231816008,897.3800000000001,859.6619804687501,469.11988553034075,0.9463411762315365,0.8376928085567328,0.3134031662831746
