nr_qubits,exp_type 1,exp_type 2,backend 1,backend 2,circuit 1,circuit 2,corr avg,cosine d,manhatt d,mse,euclidean d
4,Hardware,Hardware,brisbane,brisbane,1,2,0.9999889908235379,9.043518959583885e-06,0.013431583779471276,2.1500793663519576e-05,0.004252885834243319
4,Hardware,Hardware,torino,torino,1,2,0.9998943056104681,8.713222539724619e-05,0.02965562777613282,0.0006929315351214925,0.013200926133971514
4,Hardware,Hardware,fez,fez,1,2,0.9980418302384452,0.0015720496761230107,0.12405833002012104,0.003827030563816019,0.05607226901282024
4,Hardware,Hardware,marrakesh,marrakesh,1,2,0.9973903112328927,0.002053365522992623,0.1415793656858091,0.007023849499345794,0.06408378145822155
4,Hardware,Hardware,brisbane,brisbane,1,3,0.9897092699064614,0.008347250080607438,0.3249496932277363,0.07068647161229466,0.12920719856577406
4,Hardware,Hardware,torino,torino,1,3,0.9885211328098101,0.009421924389322434,0.40489308337283153,0.20293488399813633,0.1372728989227105
4,Hardware,Hardware,fez,fez,1,3,0.8799141732477822,0.09610435675669304,0.896815681210819,2.462030703613577,0.43841614193980866
4,Hardware,Hardware,marrakesh,marrakesh,1,3,0.9506936833947817,0.03873536818209655,0.7527786961664555,4.051204129047025,0.27833565413757777
4,Hardware,Hardware,brisbane,brisbane,2,3,0.9896068616525723,0.00842626489486531,0.3233394123350679,0.06983988085350663,0.12981729387770646
4,Hardware,Hardware,torino,torino,2,3,0.9873529021903328,0.010401468076535747,0.41830780900835607,0.2353955245765429,0.14423222993863624
4,Hardware,Hardware,fez,fez,2,3,0.8888110525762793,0.08880478872237085,0.9083854600170986,2.6385459577664605,0.42143751309623834
4,Hardware,Hardware,marrakesh,marrakesh,2,3,0.9544873320203839,0.03573655013607446,0.770781304916484,3.473272392549541,0.2673445347714238
4,Simulated,Simulated,brisbane,brisbane,1,2,0.9987852965365799,0.000970963980460593,0.07758983593207895,0.0020773941658282307,0.04406731170516565
4,Simulated,Simulated,torino,torino,1,2,0.9247489557988637,0.06067713706525135,0.6131464797590411,0.7963143870557312,0.34835940367744156
4,Simulated,Simulated,fez,fez,1,2,0.8970505235951468,0.08573180254214419,0.8427614995926763,0.17181231249050086,0.414081640602778
4,Simulated,Simulated,marrakesh,marrakesh,1,2,0.9664410513343868,0.027062068605992362,0.3745574889741016,0.1426223620549388,0.23264594819593368
4,Simulated,Simulated,brisbane,brisbane,1,3,0.9975143021955551,0.001986719181257701,0.10637257894883985,0.003969589678410649,0.06303521525714953
4,Simulated,Simulated,torino,torino,1,3,0.9353215690449517,0.05224822427591114,0.4986388472547039,0.10247775441696216,0.32325910436029837
4,Simulated,Simulated,fez,fez,1,3,0.8873962282450426,0.09215387076906245,0.8602336370903991,0.17608456222973123,0.42931077500818016
4,Simulated,Simulated,marrakesh,marrakesh,1,3,0.9547826562536328,0.03642192631158414,0.4374398144220585,0.07676562128461548,0.26989600334789793
4,Simulated,Simulated,brisbane,brisbane,2,3,0.9966211055561948,0.0027010641423493853,0.12461992160735338,0.005568642626159151,0.07349917200008804
4,Simulated,Simulated,torino,torino,2,3,0.9897164263349206,0.008295630318779446,0.26579550980995964,0.20927550291392924,0.12880706749848095
4,Simulated,Simulated,fez,fez,2,3,0.8213746753995214,0.14844833262179669,0.8584079263943971,0.3263826454265347,0.5448822489709069
4,Simulated,Simulated,marrakesh,marrakesh,2,3,0.9319498308904745,0.05487561620614989,0.48660786748882257,0.12374880805098241,0.3312872355106672
4,Refreshed_Simulated,Refreshed_Simulated,brisbane,brisbane,1,2,0.9316441192250806,0.05531570109988104,0.6445755345489197,0.12295962520809094,0.33261299162805136
4,Refreshed_Simulated,Refreshed_Simulated,torino,torino,1,2,0.8388903067004388,0.13167798055619273,0.9198515380848588,1.31248437879821,0.5131821909540363
4,Refreshed_Simulated,Refreshed_Simulated,fez,fez,1,2,0.8296070385724188,0.13883589009524444,0.9785252904805825,0.2765550687490211,0.5269457089591763
4,Refreshed_Simulated,Refreshed_Simulated,marrakesh,marrakesh,1,2,0.6618350739577392,0.28574081721543365,1.2778147451027437,0.5930724741312057,0.7559640430806662
4,Refreshed_Simulated,Refreshed_Simulated,brisbane,brisbane,1,3,0.9110672584232739,0.0719950782369716,0.6469408617330968,0.1441868018186993,0.3794603490141531
4,Refreshed_Simulated,Refreshed_Simulated,torino,torino,1,3,0.9655135555904912,0.027740753202676438,0.4089392871701056,0.05476000879964877,0.23554512604881617
4,Refreshed_Simulated,Refreshed_Simulated,fez,fez,1,3,0.895667126755833,0.08506982957543763,0.7128890371372133,0.1639500324727446,0.4124798893896229
4,Refreshed_Simulated,Refreshed_Simulated,marrakesh,marrakesh,1,3,0.6144118596378366,0.3270646835984511,1.2333141323628325,0.660500459669564,0.8087826452124836
4,Refreshed_Simulated,Refreshed_Simulated,brisbane,brisbane,2,3,0.9049894245415161,0.07686316655987968,0.6412378089823142,0.14800928606881042,0.39207949846907236
4,Refreshed_Simulated,Refreshed_Simulated,torino,torino,2,3,0.9027953349991684,0.07958329431735223,0.7313595626661051,0.317125300203065,0.39895687565788895
4,Refreshed_Simulated,Refreshed_Simulated,fez,fez,2,3,0.8998963060531914,0.0815680580262671,0.6926859444599331,0.15755479740150488,0.40390112162821984
4,Refreshed_Simulated,Refreshed_Simulated,marrakesh,marrakesh,2,3,0.7139537114267638,0.2416430106370463,1.033635172252557,0.47179591084140227,0.6951877597268903
