nr_qubits,exp_type 1,exp_type 2,backend 1,backend 2,circuit 1,circuit 2,corr avg,cosine d,manhatt d,mse,euclidean d
8,Hardware,Hardware,brisbane,brisbane,1,2,0.9999655620126178,3.394098298914461e-05,0.04530807179797723,0.00012383779480219326,0.00823905127895595
8,Hardware,Hardware,torino,torino,1,2,0.9997546916014526,0.0002419284969632507,0.07699314124902873,0.0005378071859004355,0.021996749621822968
8,Hardware,Hardware,fez,fez,1,2,0.9998195962844024,0.0001779914405811711,0.07685236144705522,0.00043552202621459905,0.018867508610340963
8,Hardware,Hardware,marrakesh,marrakesh,1,2,0.9996232009627594,0.00037154341390932544,0.09941675298799005,0.0009095600503269043,0.02725961899625665
8,Hardware,Hardware,brisbane,brisbane,1,3,0.9853570497119922,0.014433351366080371,0.7155812900580837,0.45234691076134936,0.1699020386344981
8,Hardware,Hardware,torino,torino,1,3,0.9939357211545783,0.005981593820456044,0.5179424063408995,0.4063001216633178,0.10937635777859986
8,Hardware,Hardware,fez,fez,1,3,0.9102816610737066,0.08849120991725956,1.173763242629282,1.800981278047259,0.4206927855746032
8,Hardware,Hardware,marrakesh,marrakesh,1,3,0.9498870791121573,0.04940475550800716,1.1667913916656287,5.0981393496496725,0.31433980183237553
8,Hardware,Hardware,brisbane,brisbane,2,3,0.9850022039473448,0.014783061024809752,0.7252129846333075,0.4378824785745176,0.17194802135999682
8,Hardware,Hardware,torino,torino,2,3,0.9933989997263613,0.006510697623002715,0.5427384902640419,0.3937588719935379,0.11411132829831776
8,Hardware,Hardware,fez,fez,2,3,0.9121604030121343,0.08663516929907811,1.1758105026452723,1.8445336150265144,0.4162575387883758
8,Hardware,Hardware,marrakesh,marrakesh,2,3,0.9512054058741578,0.04810383190678191,1.148960931643137,5.283426323813943,0.3101736027026898
8,Simulated,Simulated,brisbane,brisbane,1,2,0.9838305661534502,0.015940623140327292,0.46226268966579515,0.03635172670655933,0.17855320294145757
8,Simulated,Simulated,torino,torino,1,2,0.976178675991861,0.023531536921611917,0.4778313188944493,1.430743488889297,0.21694025408675113
8,Simulated,Simulated,fez,fez,1,2,0.8928926030751523,0.10574693978023941,1.1793881551285037,0.20161763167923927,0.45988463723033635
8,Simulated,Simulated,marrakesh,marrakesh,1,2,0.9833466752860497,0.016435004944548304,0.33423673124731396,0.066748167586184,0.18130088220716592
8,Simulated,Simulated,brisbane,brisbane,1,3,0.9792082033137737,0.020501890621550944,0.6352819689791964,0.2466603797484777,0.2024939042122045
8,Simulated,Simulated,torino,torino,1,3,0.9574283801504316,0.04199840742858629,0.7377104718611812,0.1939867969848457,0.28982203997828226
8,Simulated,Simulated,fez,fez,1,3,0.9569952194187752,0.042455022651018415,0.6801609460900697,0.3023056410657487,0.29139328287048216
8,Simulated,Simulated,marrakesh,marrakesh,1,3,0.958308044352105,0.04113608490559084,0.6089740899564009,0.2031494670202466,0.2868312566844505
8,Simulated,Simulated,brisbane,brisbane,2,3,0.9812516212774591,0.01848616429466865,0.6222347864847566,0.20256876167717452,0.1922818987563232
8,Simulated,Simulated,torino,torino,2,3,0.9046369864549002,0.09415450812225612,1.0082449135585514,0.5590903749604887,0.433945867873532
8,Simulated,Simulated,fez,fez,2,3,0.9348195837655371,0.06433508381330111,0.879430505116656,0.29238130100042714,0.3587062414101573
8,Simulated,Simulated,marrakesh,marrakesh,2,3,0.9506556679256776,0.04868578597915374,0.7780024484480075,0.2801344463207134,0.3120441827022372
8,Refreshed_Simulated,Refreshed_Simulated,brisbane,brisbane,1,2,0.9822529998934181,0.017497281393408337,0.5733220962174495,0.03627540856302385,0.18706833721080735
8,Refreshed_Simulated,Refreshed_Simulated,torino,torino,1,2,0.8766408278965055,0.12183256042109059,0.9955618876097958,0.28337259582199736,0.4936244735040804
8,Refreshed_Simulated,Refreshed_Simulated,fez,fez,1,2,0.9425076470176977,0.05672130345759441,0.7243575037238132,0.11254391378571392,0.33681242096334574
8,Refreshed_Simulated,Refreshed_Simulated,marrakesh,marrakesh,1,2,0.9549158140944161,0.04451743241572281,0.4564136187961241,0.08737375317930875,0.29838710567222215
8,Refreshed_Simulated,Refreshed_Simulated,brisbane,brisbane,1,3,0.9687104045792944,0.030855791660863274,0.7608723951565558,0.31245263073577106,0.24841816222194008
8,Refreshed_Simulated,Refreshed_Simulated,torino,torino,1,3,0.9011633133399245,0.09757697999220094,0.9557192127599371,0.38820315872905975,0.4417623342753452
8,Refreshed_Simulated,Refreshed_Simulated,fez,fez,1,3,0.9454362325001943,0.05385288497319618,0.7636936515592245,0.3943544250485291,0.32818557242266483
8,Refreshed_Simulated,Refreshed_Simulated,marrakesh,marrakesh,1,3,0.7832078111645059,0.2142654657750519,1.5085764656391456,0.4985546271418705,0.6546227398663322
8,Refreshed_Simulated,Refreshed_Simulated,brisbane,brisbane,2,3,0.9727165641857874,0.02690458051711364,0.7544911999051317,0.31919288090151954,0.23196801726580119
8,Refreshed_Simulated,Refreshed_Simulated,torino,torino,2,3,0.9442492318733197,0.0550306260699821,0.8174634577390568,0.3965684634219406,0.3317548072597661
8,Refreshed_Simulated,Refreshed_Simulated,fez,fez,2,3,0.9576356483159617,0.041813670500756794,0.7373639537603027,0.38066107703226837,0.289183922446449
8,Refreshed_Simulated,Refreshed_Simulated,marrakesh,marrakesh,2,3,0.7858814969105686,0.21163287569085187,1.493945318500906,0.514376390563047,0.6505887728678567
