nr_qubits,exp_type 1,exp_type 2,backend 1,backend 2,circuit 1,circuit 2,corr avg,cosine d,manhatt d,mse,euclidean d
4,Hardware,Hardware,brisbane,torino,1,1,0.9693881844684431,0.02485207577897397,0.46486824699022544,0.053321339435835675,0.22294427904287614
4,Hardware,Hardware,brisbane,fez,1,1,0.9776612919821138,0.01811946506215567,0.43550271555571796,0.13493996880967637,0.1903652545090923
4,Hardware,Hardware,brisbane,marrakesh,1,1,0.9544702600392905,0.03687851045100965,0.622880664441908,0.59935769938254,0.2715824385007603
4,Hardware,Hardware,torino,fez,1,1,0.9594296197211555,0.0328046395935111,0.5212090959736542,0.17068078243172458,0.2561430834260841
4,Hardware,Hardware,torino,marrakesh,1,1,0.9470752465942203,0.04278077927947643,0.7492628537925097,0.6154500150636512,0.29250907431899026
4,Hardware,Hardware,fez,marrakesh,1,1,0.9766767874762848,0.01862533431022173,0.432535314514597,0.4285958194803171,0.19300432280247978
4,Hardware,Hardware,brisbane,torino,2,2,0.9675104100887869,0.026392582295184708,0.47794412819752824,0.05376708833723394,0.2297502221769751
4,Hardware,Hardware,brisbane,fez,2,2,0.9661559635789577,0.02739228556548623,0.5306789549423059,0.1597392019624564,0.23406104146348777
4,Hardware,Hardware,brisbane,marrakesh,2,2,0.9465833524367417,0.04316699287336867,0.6671346947182502,0.5853899491469344,0.2938264551512289
4,Hardware,Hardware,torino,fez,2,2,0.9491283022882134,0.041154598565030565,0.6069838552501171,0.18344048539900878,0.28689579489783607
4,Hardware,Hardware,torino,marrakesh,2,2,0.9362479622360778,0.05153008230275069,0.8003779716368729,0.5945745219211881,0.3210298500225509
4,Hardware,Hardware,fez,marrakesh,2,2,0.9840426860754914,0.012699503558002534,0.3590655373876277,0.3883854215748477,0.15937065952051935
4,Hardware,Hardware,brisbane,torino,3,3,0.9830817208147835,0.013686224161675975,0.4236674886994338,0.07562835427394897,0.16544620975819307
4,Hardware,Hardware,brisbane,fez,3,3,0.8538827828483059,0.11760116693323197,0.8429569168512234,0.4088863661404147,0.484976632289087
4,Hardware,Hardware,brisbane,marrakesh,3,3,0.9387329027171528,0.049222917109547515,0.634163797032487,0.23904875174048004,0.3137607913986315
4,Hardware,Hardware,torino,fez,3,3,0.9217000389496715,0.06254094621935369,0.6976223549370177,0.14455034045595144,0.35366918502847755
4,Hardware,Hardware,torino,marrakesh,3,3,0.9736366669965905,0.020940142094122205,0.48624737261888323,0.295899447441913,0.20464673021635307
4,Hardware,Hardware,fez,marrakesh,3,3,0.9668244956796843,0.02650596840078756,0.5405853003543823,0.34197541422340894,0.2302432122812219
4,Simulated,Simulated,brisbane,torino,1,1,0.9718616556806532,0.022676555779896912,0.3861595264303034,0.2612789766870404,0.21296269992605238
4,Simulated,Simulated,brisbane,fez,1,1,0.9467568140405634,0.043366984640951234,0.48017036535699814,0.8625636931594554,0.2945063145025956
4,Simulated,Simulated,brisbane,marrakesh,1,1,0.9854707694099473,0.011688002489935179,0.2908380689768103,0.5148917203927557,0.15289213511449773
