column,max,min,range,mean,standard deviation,variance
0000,133.0,82.0,51.0,104.76,10.534330601045383,110.97212121212117
0001,55.0,22.0,33.0,37.35,6.294738864618402,39.62373737373737
0010,44.0,15.0,29.0,29.4,5.528621579169312,30.56565656565657
0011,2.0,0.0,2.0,0.23,0.5096047190685834,0.25969696969696976
0100,37.0,16.0,21.0,25.41,4.761153836895618,22.66858585858586
0101,2.0,0.0,2.0,0.19,0.4191140246479062,0.17565656565656573
0110,4.0,0.0,4.0,0.27,0.6005889365506749,0.36070707070707064
0111,1.0,0.0,1.0,0.01,0.09999999999999999,0.009999999999999998
1000,19.0,4.0,15.0,11.55,3.1984055371071975,10.229797979797981
1001,1.0,0.0,1.0,0.14,0.348735088019777,0.12161616161616161
1010,2.0,0.0,2.0,0.1,0.3333333333333333,0.11111111111111109
1011,0.0,0.0,0.0,0.0,0.0,0.0
1100,2.0,0.0,2.0,0.1,0.3333333333333333,0.1111111111111111
1101,1.0,0.0,1.0,0.01,0.09999999999999999,0.009999999999999998
1110,0.0,0.0,0.0,0.0,0.0,0.0
1111,0.0,0.0,0.0,0.0,0.0,0.0
