column,max,min,range,mean,standard deviation,variance
0000,140.0,100.0,40.0,117.52,8.78644502410481,77.20161616161617
0001,36.0,14.0,22.0,26.1,4.562694578665311,20.818181818181817
0010,46.0,18.0,28.0,31.85,5.246210753746677,27.52272727272728
0011,3.0,0.0,3.0,0.2,0.49236596391733084,0.24242424242424235
0100,47.0,11.0,36.0,28.87,5.474744586081462,29.97282828282828
0101,2.0,0.0,2.0,0.25,0.5,0.25
0110,2.0,0.0,2.0,0.31,0.5259911279353167,0.2766666666666666
0111,0.0,0.0,0.0,0.0,0.0,0.0
1000,43.0,17.0,26.0,29.15,5.691345547532159,32.39141414141414
1001,2.0,0.0,2.0,0.27,0.4682872294787989,0.2192929292929293
1010,2.0,0.0,2.0,0.28,0.5140451577852126,0.26424242424242417
1011,0.0,0.0,0.0,0.0,0.0,0.0
1100,2.0,0.0,2.0,0.24,0.4739688435398098,0.22464646464646468
1101,0.0,0.0,0.0,0.0,0.0,0.0
1110,0.0,0.0,0.0,0.0,0.0,0.0
1111,0.0,0.0,0.0,0.0,0.0,0.0
