column,max,min,range,mean,standard deviation,variance
0000,1240.0,1024.0,216.0,1126.561403508772,41.86287886142586,1752.500626566416
0001,513.0,385.0,128.0,448.03508771929825,28.137395625420876,791.7130325814538
0010,260.0,202.0,58.0,230.57894736842104,14.432041940989022,208.28383458646616
0011,109.0,53.0,56.0,84.36842105263158,10.988031766666092,120.73684210526315
0100,141.0,96.0,45.0,119.08771929824562,9.438297178733313,89.08145363408521
0101,87.0,49.0,38.0,67.52631578947368,8.411525390706268,70.75375939849624
0110,27.0,8.0,19.0,16.771929824561404,4.379406123550027,19.17919799498747
0111,20.0,6.0,14.0,12.578947368421053,3.746175995127053,14.033834586466165
1000,83.0,47.0,36.0,68.10526315789474,8.755986137099733,76.66729323308269
1001,65.0,29.0,36.0,47.50877192982456,8.362592743490723,69.9329573934837
1010,13.0,1.0,12.0,7.385964912280702,2.8582861121215397,8.169799498746867
1011,11.0,1.0,10.0,5.771929824561403,2.1877707494457286,4.7863408521303255
1100,15.0,4.0,11.0,8.24561403508772,2.6944433678696313,7.2600250626566405
1101,16.0,1.0,15.0,5.666666666666667,3.0783421635988546,9.476190476190476
1110,7.0,0.0,7.0,2.6842105263157894,1.833788961382203,3.362781954887218
1111,10.0,0.0,10.0,2.245614035087719,1.9390784054948995,3.760025062656642
