column,max,min,range,mean,standard deviation,variance
0000,652.0,434.0,218.0,494.78,39.62904006314726,1570.4608163265307
0001,306.0,125.0,181.0,181.0,39.19964597924271,1536.6122448979593
0010,71.0,35.0,36.0,50.1,7.527500601535842,56.66326530612246
0011,95.0,58.0,37.0,76.68,8.536691516086096,72.87510204081633
0100,37.0,15.0,22.0,24.78,5.357771391699564,28.705714285714283
0101,8.0,1.0,7.0,3.86,1.6904292414674336,2.857551020408163
0110,6.0,0.0,6.0,3.18,1.5868078597213555,2.517959183673469
0111,63.0,14.0,49.0,25.22,8.837050944051137,78.0934693877551
1000,142.0,88.0,54.0,113.92,12.129976361502615,147.13632653061225
1001,10.0,2.0,8.0,5.5,2.187627547301936,4.785714285714286
1010,6.0,0.0,6.0,1.64,1.3962047683280705,1.949387755102041
1011,7.0,0.0,7.0,2.3,1.5681784571500106,2.4591836734693877
1100,5.0,0.0,5.0,1.22,1.1480240344493966,1.3179591836734694
1101,2.0,0.0,2.0,0.38,0.6353530273696311,0.4036734693877551
1110,3.0,0.0,3.0,0.36,0.631163486696415,0.39836734693877557
1111,9.0,0.0,9.0,4.64,2.2293039089292757,4.969795918367348
