column,max,min,range,mean,standard deviation,variance
0000,218.0,154.0,64.0,184.94,12.139344029616582,147.36367346938778
0001,71.0,36.0,35.0,54.26,7.7217159983506045,59.62489795918367
0010,28.0,9.0,19.0,17.14,4.01024198974657,16.08204081632653
0011,42.0,14.0,28.0,24.14,6.620962381492804,43.83714285714286
0100,25.0,9.0,16.0,15.42,3.5230436748206624,12.411836734693878
0101,6.0,0.0,6.0,1.8,1.385051387833237,1.9183673469387759
0110,4.0,0.0,4.0,1.32,1.0961900624714787,1.2016326530612245
0111,47.0,22.0,25.0,34.76,5.358799743774491,28.716734693877548
1000,38.0,11.0,27.0,24.1,4.870779177494948,23.724489795918366
1001,2.0,0.0,2.0,0.44,0.6439672954048369,0.41469387755102044
1010,1.0,0.0,1.0,0.06,0.2398979374820952,0.05755102040816326
1011,2.0,0.0,2.0,0.66,0.6580738746446297,0.4330612244897959
1100,4.0,0.0,4.0,0.82,0.9409070742900065,0.8853061224489798
1101,1.0,0.0,1.0,0.12,0.3282607226593159,0.10775510204081631
1110,1.0,0.0,1.0,0.2,0.4040610178208843,0.16326530612244902
1111,21.0,2.0,19.0,9.7,3.934411243977261,15.479591836734697
