0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
3890,55,20,29,14,,1,31,37,1,1,1,,,,16
3911,56,24,25,11,4,,28,26,1,,1,2,1,,6
3890,54,22,13,10,2,,41,47,,,3,1,1,1,11
3878,67,27,24,10,2,,38,36,,,1,2,,,11
3878,61,26,31,13,,,31,44,2,,2,,,,8
3911,42,25,21,8,2,1,36,38,,,1,,,,11
3925,50,20,16,11,2,1,29,33,1,,,1,,,7
3864,58,28,19,14,1,2,50,45,3,,,,,,12
3911,59,20,19,2,4,1,34,28,2,2,1,2,,1,10
3896,48,24,22,19,3,1,26,43,1,1,,2,,,10
3903,64,21,24,6,,1,22,39,1,,1,,,,14
3935,43,12,18,15,4,,23,33,,1,,2,,,10
3908,48,22,23,8,2,,44,30,1,,,1,1,,8
3895,71,17,17,4,2,1,32,39,2,,1,2,,,13
3909,41,20,27,9,1,1,36,41,,,,2,,,9
3881,59,30,33,10,2,2,28,38,1,,3,3,,,6
3902,50,17,24,8,,,43,36,,,4,2,,,10
3894,45,28,25,7,,,44,40,1,,,,,,12
3899,42,17,21,14,1,,45,37,,,2,1,,1,16
3897,44,31,26,9,3,2,32,33,1,,,1,,,17
3892,57,21,34,12,,1,32,31,,,3,2,,,11
3904,51,23,25,12,2,1,29,37,,1,,1,,,10
3912,41,22,15,11,1,,33,46,2,,1,,,,12
3907,43,22,27,15,5,,35,26,,,,2,1,,13
3903,46,20,31,7,3,,32,39,2,,,1,,,12
3903,51,18,26,12,3,4,33,32,,1,2,1,,1,9
3902,52,28,21,9,3,,37,30,,,1,,,,13
3901,44,21,24,14,1,1,42,35,1,,,2,,,10
3903,61,19,23,8,3,,34,32,1,,2,1,,1,8
3884,67,19,28,11,1,2,35,36,1,,,,,,12
3872,66,29,25,10,2,,34,41,,,1,,,,16
3887,62,20,30,15,,,26,39,1,,2,,,,14
3912,44,20,19,15,2,,33,36,,,1,,,,14
3901,59,25,18,9,,2,38,30,1,,1,,,,12
3884,54,22,20,11,3,1,38,47,1,,1,,2,1,11
3915,45,20,24,10,,,41,33,,,,,2,,6
3893,48,21,37,11,,1,25,41,,1,1,4,,,13
3898,56,21,24,7,1,1,41,37,,,,1,,,9
3937,45,22,18,7,3,1,20,33,,,,1,1,,8
3899,52,16,24,13,1,1,43,36,1,1,,,2,,7
3883,64,28,27,11,1,,39,30,,,2,2,,1,8
3892,49,16,29,12,1,2,42,42,1,,1,1,,,8
3945,33,20,16,14,2,,20,36,,1,1,1,,1,6
3890,46,21,40,13,1,,50,26,,,1,,,,8
3907,51,19,27,12,,,37,33,,,,,,,10
3901,58,15,24,7,1,1,35,38,,2,,1,,,13
3929,53,18,28,8,1,1,25,24,1,,,,,1,7
3887,55,25,28,13,3,,43,29,,,1,1,,,11
3932,44,19,26,8,1,,29,29,,,1,,,,7
3904,41,23,31,15,3,1,32,35,,,1,,,,10
