column,max,min,range,mean,standard deviation,variance
0000,920.0,563.0,357.0,732.719298245614,67.63102478733012,4573.955513784461
0001,550.0,265.0,285.0,398.5964912280702,53.70749470482376,2884.4949874686718
0010,78.0,30.0,48.0,57.10526315789474,9.444734380531672,89.203007518797
0011,40.0,19.0,21.0,28.526315789473685,5.050124691381019,25.50375939849624
0100,67.0,25.0,42.0,40.8421052631579,9.197805393687691,84.59962406015039
0101,12.0,2.0,10.0,5.947368421052632,2.628287415189234,6.907894736842104
0110,8.0,0.0,8.0,2.456140350877193,1.5361149445295486,2.359649122807018
0111,46.0,21.0,25.0,31.80701754385965,6.191695465042638,38.33709273182957
1000,98.0,51.0,47.0,71.45614035087719,10.292282433660455,105.93107769423558
1001,18.0,3.0,15.0,8.578947368421053,3.2565723019602584,10.605263157894736
1010,4.0,0.0,4.0,1.368421052631579,1.18971153387474,1.4154135338345866
1011,9.0,0.0,9.0,3.491228070175439,1.8720005248162408,3.5043859649122813
1100,7.0,0.0,7.0,2.56140350877193,1.7628866734872373,3.107769423558897
1101,6.0,0.0,6.0,2.0526315789473686,1.3682764527418498,1.8721804511278195
1110,5.0,0.0,5.0,1.4385964912280702,1.2679784791387028,1.6077694235588975
1111,102.0,54.0,48.0,76.49122807017544,11.786982539797185,138.9329573934837
