0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
3644,144,42,81,23,1,5,23,121,2,1,5,,2,,2
3640,148,52,84,28,3,,19,114,2,2,1,,,,3
3605,187,61,62,18,5,4,14,128,6,,2,2,1,,1
3602,159,51,85,26,6,3,33,118,3,,2,1,2,,5
3617,148,46,95,32,4,5,23,110,2,2,4,,,,8
3598,192,51,79,28,3,2,20,113,4,,3,3,,,
3581,174,43,73,21,6,3,43,142,3,,1,2,,1,3
3603,146,60,73,36,7,4,25,126,4,,2,3,1,,6
3629,160,47,68,21,3,4,20,127,6,6,,1,,1,3
3595,154,66,72,28,6,3,25,132,4,2,1,2,2,,4
3579,178,55,84,35,1,4,31,112,5,1,2,3,,1,5
3560,226,47,65,27,6,3,21,123,8,,1,,2,,7
3647,149,56,72,29,5,2,25,97,6,4,,1,,,3
3613,196,45,67,31,3,2,26,103,2,1,3,2,,,2
3617,143,60,75,27,3,3,31,120,7,2,2,,1,,5
3555,237,60,58,24,5,4,25,113,7,2,3,,,,3
3645,125,61,83,28,1,2,21,115,6,1,,1,,,7
3631,157,44,64,27,4,2,25,119,10,1,3,,1,,8
3607,182,48,63,27,1,4,15,131,9,2,2,,,1,4
3557,280,47,65,19,4,4,14,88,5,1,4,5,,,3
3535,261,71,68,22,6,5,22,97,4,,2,1,,,2
3617,165,57,78,21,5,5,21,108,8,1,2,3,1,1,3
3585,222,49,69,28,1,1,15,113,4,2,2,1,1,1,2
3556,216,52,77,25,6,6,36,106,6,3,3,,1,,3
3566,192,50,87,25,5,4,29,118,6,1,5,2,,,6
3606,193,51,69,28,3,2,18,103,9,2,1,2,1,,8
3624,152,42,71,28,2,2,34,121,2,2,7,2,,,7
3601,172,47,70,21,4,2,29,125,9,1,5,3,,,7
3630,170,36,92,16,4,5,25,106,4,1,2,1,1,1,2
3662,145,44,87,19,4,3,14,104,7,,,1,,,6
3599,178,35,75,23,6,4,36,123,8,4,2,,,,3
3444,306,47,86,18,6,1,63,103,9,2,6,1,,,4
3646,152,47,81,26,5,3,21,102,4,1,2,,,1,5
3622,177,39,74,21,4,6,38,100,3,4,1,2,,1,4
3591,178,62,77,17,8,6,25,112,5,1,4,1,,,9
3610,177,50,87,25,3,3,34,93,5,2,1,1,,,5
3501,280,59,73,29,3,4,21,111,3,4,1,2,,,5
3578,177,50,87,33,2,6,26,125,4,,1,1,,1,5
3632,164,49,78,18,3,2,31,96,6,5,4,1,,1,6
3601,168,51,86,33,3,6,14,115,4,1,2,1,,2,9
3606,165,51,83,16,3,2,30,119,9,2,4,1,1,,4
3590,190,50,73,25,3,1,22,122,7,1,3,2,,,7
3648,142,45,70,23,1,3,18,127,4,4,3,,,,8
3566,243,42,73,22,4,2,16,108,8,1,1,,,3,7
3615,163,57,79,26,5,1,23,111,6,3,1,,,,6
3583,180,48,86,19,3,2,26,137,6,1,2,2,,,1
3641,165,52,86,20,3,1,25,91,4,2,1,1,1,,3
3627,171,46,75,37,4,1,21,102,7,1,1,,,,3
3646,144,44,84,15,3,2,15,126,6,1,2,3,,1,4
3608,157,40,85,25,4,5,34,120,7,1,3,,,1,6
