column,max,min,range,mean,standard deviation,variance
0000,1073.0,751.0,322.0,905.719298245614,75.33395989714374,5675.205513784461
0001,604.0,345.0,259.0,465.280701754386,53.326070542453685,2843.6697994987467
0010,102.0,64.0,38.0,81.59649122807018,8.985821468773551,80.74498746867167
0011,46.0,19.0,27.0,29.43859649122807,6.062229504597795,36.75062656641603
0100,91.0,44.0,47.0,63.87719298245614,10.625222981590612,112.8953634085213
0101,75.0,31.0,44.0,47.40350877192982,8.943991696590045,79.99498746867168
0110,9.0,0.0,9.0,3.6842105263157894,1.8818483954502412,3.5413533834586475
0111,11.0,0.0,11.0,3.3508771929824563,1.9501943865582756,3.8032581453634084
1000,132.0,90.0,42.0,110.84210526315789,10.525122112770084,110.7781954887218
1001,106.0,62.0,44.0,79.45614035087719,9.948205465306287,98.96679197994987
1010,9.0,0.0,9.0,3.3508771929824563,1.9864831457177157,3.9461152882205512
1011,11.0,0.0,11.0,3.1578947368421053,1.9711261618335498,3.8853383458646613
1100,13.0,1.0,12.0,6.0,2.6049403612586386,6.785714285714286
1101,20.0,0.0,20.0,7.298245614035087,4.022103715189273,16.177318295739347
1110,5.0,0.0,5.0,0.5614035087719298,0.9261584224952539,0.8577694235588973
1111,3.0,0.0,3.0,0.42105263157894735,0.680004422807377,0.46240601503759404
