0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
3134,155,331,71,58,28,14,9,138,85,24,13,16,11,6,3
3143,139,339,54,59,28,19,11,170,76,15,17,10,9,3,4
2853,124,602,74,75,30,21,9,137,75,37,30,8,9,8,4
2954,144,490,64,58,20,13,16,165,87,36,15,17,8,6,3
3125,132,339,69,65,33,12,9,151,94,25,12,15,11,3,1
3052,152,388,77,64,25,19,9,154,91,18,16,19,9,1,2
2901,130,505,76,75,44,28,23,142,97,24,21,12,11,4,3
3004,131,489,59,62,36,13,12,160,69,28,13,6,7,6,1
2878,138,583,73,57,17,25,13,138,91,30,28,13,6,4,2
2853,136,600,89,74,30,29,13,138,64,33,20,10,2,3,2
2824,112,693,76,48,20,16,9,121,88,36,26,13,5,4,5
3004,161,438,60,73,25,14,16,148,86,27,14,12,10,4,4
3161,143,330,58,69,19,11,9,167,76,15,9,6,12,4,7
2848,136,621,85,58,30,20,6,134,74,33,27,12,7,3,2
3020,143,404,63,65,27,19,15,190,89,25,13,10,7,5,1
2725,140,719,86,60,21,28,13,127,79,47,29,6,9,4,3
2971,141,465,73,81,20,22,10,148,82,32,18,12,12,4,5
3136,146,348,53,71,22,11,13,135,106,14,16,6,10,4,5
2871,109,639,88,57,18,27,6,128,81,24,20,12,10,3,3
2655,106,796,110,65,26,31,7,135,73,41,24,9,8,7,3
2637,111,821,105,50,26,27,16,137,70,44,20,14,10,5,3
3107,127,403,68,65,25,20,16,141,65,16,20,9,5,5,4
2812,142,662,74,55,23,18,17,135,73,28,29,11,5,8,4
2581,154,777,91,83,39,31,17,137,81,50,24,12,7,5,7
2666,138,735,114,64,32,26,21,135,85,31,24,5,9,6,5
2820,131,636,67,66,30,19,14,142,84,43,20,12,6,3,3
2998,165,386,74,62,39,20,15,170,107,21,14,9,7,2,7
3009,143,432,76,68,32,13,11,136,93,29,19,15,15,4,1
2891,186,505,86,76,34,18,8,149,79,27,14,5,9,5,4
2964,152,453,69,71,32,14,13,153,97,38,14,8,10,3,5
3059,191,359,71,66,25,15,14,136,99,16,20,11,9,2,3
2750,186,573,94,71,44,25,16,139,94,39,27,17,10,4,7
2903,118,532,75,67,33,23,29,147,91,24,24,8,12,4,6
2954,151,485,85,60,37,12,16,143,84,22,18,13,6,5,5
2836,135,610,74,86,16,22,14,137,72,49,24,11,5,3,2
2692,135,680,81,74,38,32,22,134,100,39,33,11,8,10,7
2417,121,1007,115,62,26,36,17,118,74,40,40,8,5,8,2
2836,164,572,70,80,27,21,19,133,89,34,24,11,11,3,2
2730,161,665,96,72,21,29,7,141,78,37,32,13,11,3,
2877,116,615,64,52,22,27,10,142,81,32,33,12,8,2,3
2884,127,602,73,53,24,22,20,134,78,32,19,10,7,3,8
2637,143,731,98,73,25,31,17,135,82,55,35,14,9,6,5
2902,151,577,68,49,26,16,9,146,71,33,21,11,7,3,6
2467,113,986,95,43,28,24,20,137,62,52,37,11,9,6,6
2856,137,610,82,66,26,25,8,126,82,35,20,5,7,6,5
2638,133,815,87,61,19,21,12,149,65,34,28,11,5,8,10
2961,140,476,70,75,18,25,15,159,87,27,19,7,10,4,3
2995,132,458,59,72,25,21,16,153,88,31,18,11,4,8,5
3076,153,382,53,62,22,20,18,180,88,14,11,8,3,4,2
3033,130,453,61,58,29,18,15,142,87,20,15,10,15,4,6
