0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
3928,45,11,26,10,1,2,30,28,,,2,,,,13
3901,55,23,25,19,1,,36,27,,,,,,,9
3912,71,14,16,11,1,,34,27,,,1,,1,1,7
3901,46,15,26,17,4,1,33,38,1,,,,,,14
3902,67,21,21,9,2,1,39,19,,,1,3,,,11
3911,54,15,27,18,,,29,21,,,,2,1,,18
3918,61,19,14,13,1,1,36,27,,,,,,,6
3895,48,21,25,13,1,2,43,28,1,,1,1,,,17
3918,55,28,14,17,3,1,29,22,,,,1,,1,7
3939,36,17,19,19,1,3,31,23,,,1,,,,7
3926,53,18,15,13,3,1,32,24,,,2,1,,,8
3910,58,15,14,14,4,2,36,31,1,,2,,,1,8
3912,54,15,25,12,3,2,40,26,2,,,1,,,4
3908,61,14,27,18,,1,35,20,,,1,,,,11
3899,53,12,21,17,6,1,47,26,,,1,1,,,12
3902,50,17,27,17,1,3,41,24,,,,4,,,10
3908,67,12,21,16,2,1,32,28,,,1,1,,,7
3920,48,12,23,19,4,1,38,23,1,1,1,1,,,4
3916,52,17,17,12,1,1,38,28,,,1,1,,,12
3913,44,23,23,11,1,4,35,26,1,,,1,1,,13
3900,56,10,21,25,2,,42,25,2,,,2,,,11
3919,58,9,22,13,3,2,35,26,1,,1,1,,,6
3905,64,13,25,22,3,2,35,21,,,1,,,,5
3916,63,19,19,16,1,2,33,20,,,,,,,7
3919,45,21,31,14,2,1,36,19,,,,,,,8
3935,54,18,20,13,,,36,11,,,1,1,,,7
3905,66,11,17,19,4,,33,27,1,,1,,,,12
3928,55,21,14,10,,1,29,24,1,,1,1,,,11
3913,69,18,17,12,1,,44,18,1,,,,,1,2
3904,55,15,25,12,1,,44,26,,,1,1,,1,11
3910,56,17,32,19,4,2,29,15,,,1,2,,,9
3894,65,19,35,13,2,2,22,30,1,,,,,1,12
3913,58,17,20,15,3,,32,27,,,1,,1,,9
3918,50,20,24,12,2,2,40,25,,,,,,1,2
3913,50,15,34,12,4,,32,26,,1,1,,,,8
3912,50,17,28,18,1,2,32,25,1,,,1,,,9
3909,51,13,30,14,2,1,37,26,,,,2,,1,10
3915,56,18,22,14,1,4,36,18,,,,,,,12
3901,49,19,27,18,1,1,35,24,1,,1,1,,,18
3919,48,19,29,15,2,4,26,23,,,,,,,11
3905,46,20,28,20,,3,39,17,2,1,1,1,,1,12
3924,43,18,27,16,1,,29,31,,,1,,1,,5
3942,48,17,15,15,1,1,27,18,,,,1,,,11
3918,41,23,24,14,3,,30,19,1,,,2,,,21
3878,66,24,42,21,,1,28,24,1,,,1,1,,9
3904,58,15,31,20,,2,28,26,2,,,1,,,9
3908,58,18,20,16,2,1,38,21,,,1,2,,,11
3900,55,12,31,20,2,1,33,35,,,2,,,,5
3898,54,23,30,17,,2,39,22,,,1,,,,10
3889,48,19,41,11,2,1,45,20,,,2,3,,1,14
